"Rule ID","Link","Link","Link","Link","Link","Title","Body","Title","Body"
"soa-p-26000","","","","","","ESB JMS Router","
                        
                            In order to replace the use of the JMSRouter in Fuse Service Works, you should use a JMS binding. You may need to review the options for JMS bindings in
                            Fuse Service Works if you are using the unwrap property.

                            For additional information, see the
                            [Action Class Migration Guide](https://github.com/windup/soa-migration/blob/master/advice/action-class-migration.md).
                        
                    ",""
"soa-p-27000","","","","","","ESB Test Message Store","
                        
                            TestMessageStore is an out-of-the-box ESB action that is used in JBoss Application Server
                            container tests to store a message with some form of logging - to a file, JMX, etc. TestMessageStore is used throughout
                            the JBoss ESB sample projects to help test the results of processed messages.

                            Fuse Service Works is able to leverage Arquillian to do container testing, so TestMessageStore is not
                            necessary for testing. This action should simply be removed during the migration.
                        
                    ",""
"soa-p-28000","","","","","","ESB GroovyActionProcessor","
                        
                            The GroovyActionProcessor action executes a Groovy script. You can duplicate this functionality in
                            Fuse Service Works through Camel routing (both Java and XML.)

                            For additional information, see the
                            [Camel Scripting Guide](https://access.redhat.com/documentation/en-US/Red_Hat_JBoss_Fuse_Service_Works/6.0/html/Development_Guide_Volume_1_SwitchYard/chap-Service_Implementations.html#Using_Scripting_Languages).
                        
                    ",""
"soa-p-29000","","","","","","ESB BpmProcessor","
                        
                            The BpmProcessor makes calls to jBPM 3 through the jBPM command API. Fuse Service Works supports jBPM 5, so you will need
                            to migrate your existing workflow from jBPM 3 to jBPM 5 and use a Fuse Service Works BPM implementation.

                            For additional information, see the
                            [BPM Migration Guide](https://github.com/windup/soa-migration/blob/master/advice/bpm_migration.md).
                        
                    ",""
"soa-p-30000","","","","","","ESB Filesystem Bus","
                        
                            A fs-bus definition can be converted to a Camel binding on a composite service in Fuse Service Works.

                            For additional information, see the
                            [Gateway Listener Migration Guide](https://github.com/windup/soa-migration/blob/master/advice/gateway-listener-migration.md).
                        
                    ",""
"soa-p-31000","","","","","","ESB Notifier Action","
                        
                            JBoss ESB uses notifiers to transform ESB aware messages to a format that ESB-unaware services can handle. Fuse Service Works uses bi-directional gateways to transfer messages
                            via its service bindings.

                            A JBoss ESB Notifier should be converted to a Fuse Service Works Service Binding.

                            For example:

                            ```xml
                            <service category=""routerToFile"" name=""FileRouterListener"" description=""Static route file destination"">
                                <actions mep=""OneWay"">
                                    <action name=""notificationAction"" class=""org.jboss.soa.esb.actions.Notifier"">
                                        <property name=""okMethod"" value=""notifyOK""/>
                                        <property name=""notification-details"">
                                            <NotificationList type=""ok"">
                                                <target class=""NotifyFiles"">
                                                    <file append=""false"" URI=""/tmp/HelloWorldFileNotifierTest.log""/>
                                                </target>
                                            </NotificationList>
                                        </property>
                                    </action>
                                </actions>
                            </service>
                            ```


                            Could be translated to:

                            ```xml
                            <sca:reference name=""HelloWorld"" multiplicity=""0..1"" promote=""MyComponent/HelloWorld"">
                                <camel:binding.file>
                                    <camel:directory>/tmp</camel:directory>
                                    <camel:fileName>HelloWorldFileNotifierTest.log</camel:fileName>
                                </camel:binding.file>
                            </sca:reference>
                            <sca:component name=""MyComponent"">
                                <sca:reference name=""HelloWorld"">
                                    <sca:interface.wsdl interface=""HelloWorld.wsdl#wsdl.porttype(HelloWorld)""/>
                                </sca:reference>
                            </sca:component>
                            ```
                        
                    ",""
"soa-p-32000","http://camel.apache.org/convertbodyto.html","http://camel.apache.org/type-converter.html","","","","ESB ByteArrayToString","
                        
                            JBoss ESB uses a ByteArrayToString action to do conversion on a message body. In Fuse Service Works
                            you would use Camel to do type conversion.
                        
                    ",""
"soa-p-33000","http://camel.apache.org/type-converter.html","","","","","ESB LongToDateConverter","
                        
                            JBoss ESB uses the LongToDateConverter action to do conversion on a message body.

                            In Fuse Service Works you would use Camel to do type conversion.
                        
                    ",""
"soa-p-34000","","","","","","ESB ObjectToCSVString","
                        
                            JBoss ESB uses the ObjectToCSVString action to do conversion on a message body. Fuse Service Works
                            would use a Smooks transform or a Camel route to perform this type of conversion.

                            For additional information, see the
                            [Transformation Migration Guide](https://github.com/windup/soa-migration/blob/master/advice/transformation-migration.md).
                        
                    ",""
"soa-p-35000","https://access.redhat.com/documentation/en-US/Red_Hat_JBoss_Fuse_Service_Works/6.0/html/Development_Guide_Volume_1_SwitchYard/chap-Service_Implementations.html#sect-Bean","","","","","ESB ObjectInvoke","
                        
                            JBoss ESB uses a ObjectInvoke action to invoke a processor on a message.
                            Fuse Service Works would use a bean component to do this.
                        
                    ",""
"soa-p-36000","","","","","","ESB ObjectToXStream","
                            
                                JBoss ESB uses an ObjectToXStream action to do convert an Object payload to XML using the XStream
                                processor. Fuse Service Works would use a Smooks transform or a Camel route to do this type of conversion.

                                For additional information, see the
                                [Transformation Migration Guide](https://github.com/windup/soa-migration/blob/master/advice/transformation-migration.md).
                            
                        ",""
"soa-p-37000","","","","","","ESB XStreamToObject","
                        
                            JBoss ESB uses an XStreamToObject action to convert XML in a payload to an object using the XStream processor.
                            Fuse Service Works would use Smooks transform or a Camel route transform to do this type of conversion.

                            For additional information, see the
                            [Transformation Migration Guide](https://github.com/windup/soa-migration/blob/master/advice/transformation-migration.md).
                        
                    ",""
"soa-p-38000","","","","","","ESB XsltAction","
                        
                            JBoss ESB uses the XsltAction action to transform documents in a payload. Fuse Service Works would use Camel to do this type of
                            conversion.

                            For additional information, see the
                            [Transformation Migration Guide](https://github.com/windup/soa-migration/blob/master/advice/transformation-migration.md).
                        
                    ",""
"soa-p-39000","https://access.redhat.com/documentation/en-US/Red_Hat_JBoss_Fuse_Service_Works/6.0/html/Development_Guide_Volume_2_Smooks/","","","","","ESB SmooksTransformer","
                        
                            Fuse Service Works uses a &lt;transform&gt; to replace the invocation of a SmooksTransformer to transform message content.
                            You will need to use a Smooks transform to specify your Smooks configuration and from/to types.

                            For additional information, see the
                            [Transformation Migration Guide](https://github.com/windup/soa-migration/blob/master/advice/transformation-migration.md).
                        
                    ",""
"soa-p-40000","","","","","","ESB MessagePersister","
                        
                            JBoss ESB uses the MessagePersister action to persist a message. Fuse Service Works would use
                            a [SQL reference binding](https://access.redhat.com/documentation/en-US/Red_Hat_JBoss_Fuse_Service_Works/6.0/html/Development_Guide_Volume_1_SwitchYard/chap-Gateways.html#sect-SQL) to accomplish something similar.
                        
                    ",""
"soa-p-41000","https://access.redhat.com/documentation/en-US/Red_Hat_JBoss_Fuse_Service_Works/6.0/html/Development_Guide_Volume_1_SwitchYard/chap-Service_Implementations.html#sect-Bean","","","","","ESB EJBProcessor","
                        
                            JBoss ESB uses the EJBProcessor action to invoke a stateless session bean with the contents of a message.
                            Similar things can be achieved in Fuse Service Works through the use ofa bean service.
                        
                    ",""
"soa-p-42000","","","","","","ESB ScriptingAction","
                        
                            The ScriptingAction executes a script using the BeanScriptingFramework. You can duplicate this functionality in Fuse Service Works
                            through Camel routing (both Java and XML.)

                            For additional information, see the
                            [Camel Scripting Guide](https://access.redhat.com/documentation/en-US/Red_Hat_JBoss_Fuse_Service_Works/6.0/html/Development_Guide_Volume_1_SwitchYard/chap-Service_Implementations.html#Using_Scripting_Languages).
                        
                    ",""
"soa-p-43000","","","","","","ESB {javaclassname}","
                        
                            JBoss ESB uses the {javaclassname} action to aggregate a message sequence into a single aggregated message.
                            Fuse Service Works would make use of Camel routing and Camel's aggregator to accomplish this.

                            For more information, see the
                            [Camel Aggregator Documentation](http://camel.apache.org/aggregator.html).
                        
                    ",""
"soa-p-44000","","","","","","ESB HTTP Router","
                        
                            In order to replace the use of the HttpRouter in JBoss ESB, you should use a HTTP reference binding.

                            Further documentation is available in the
                            [Fuse Service Works Developer Guide](https://access.redhat.com/documentation/en-US/Red_Hat_JBoss_Fuse_Service_Works/6.0/html/Development_Guide_Volume_1_SwitchYard/chap-Gateways.html#sect-HTTP).
                        
                    ",""
"soa-p-45000","","","","","","ESB Email Router","
                        
                            In order to replace the use of the EmailRouter in Fuse Service Works, you should use a mail reference binding.

                            Further documentation is available in the
                            [Fuse Service Works Developer Guide](https://access.redhat.com/documentation/en-US/Red_Hat_JBoss_Fuse_Service_Works/6.0/html/Development_Guide_Volume_1_SwitchYard/chap-Gateways.html#sect-Mail).
                        
                    ",""
"soa-p-46000","","","","","","ESB ContentBasedRouter","
                        
                            In order to replace the use of the ContentBasedRouter in Fuse Service Works, you should use Camel to route messages.

                            A good example of this functionality can be found in the quickstarts project in the [rules-camel-jbr
                            quickstart](https://github.com/jboss-switchyard/quickstarts/tree/master/rules-camel-cbr).
                        
                    ",""
"soa-p-47000","","","","","","ESB StaticWiretap","
                        
                            In order to replace the use of the StaticWiretap in Fuse Service Works, you should use a
                            [Camel Wiretap](http://camel.apache.org/wire-tap.html) to perform this action.
                        
                    ",""
"soa-p-48000","","","","","","ESB Static Router","
                        
                            In order to replace the use of the StaticRouter in Fuse Service Works, you should use Camel to route messages.

                            Further information is available in the [Camel Integration Patterns Documentation](http://camel.apache.org/enterprise-integration-patterns.html).
                        
                    ",""
"soa-p-49000","","","","","","ESB SOAPProcessor","
                        
                            In order to replace the use of the SOAPProcessor you should use a SOAP reference binding in Fuse Service Works.

                            For more information, see the
                            [Fuse Service Works Development Guide](https://access.redhat.com/documentation/en-US/Red_Hat_JBoss_Fuse_Service_Works/6.0/html/Development_Guide_Volume_1_SwitchYard/chap-Gateways.html#sect-SOAP).
                        
                    ",""
"soa-p-50000","","","","","","ESB SOAPClient","
                        
                            In order to replace the use of the SOAPClient in Fuse Service Works, you should use a SOAP reference binding.

                            For more information, see the
                            [Fuse Service Works Development Guide](https://access.redhat.com/documentation/en-US/Red_Hat_JBoss_Fuse_Service_Works/6.0/html/Development_Guide_Volume_1_SwitchYard/chap-Gateways.html#sect-SOAP).
                        
                    ",""
"xml-sonic-esb-01000","","","","","","SonicESB Service Configuration","",""
"sonic-esb-01000","http://documentation.progress.com/output/Sonic/8.0.0/Docs8.0/api/esb_api/com/sonicsw/xq/XQService.html","","","","","Sonic ESB service - inheritance from com.sonicsw.xq.XQService","


                       Sonic ESB services inherit from XQService.  In Camel, this can be achieved through the simple Java Bean Camel Component.

                       * [Camel Java Bean Component](http://camel.apache.org/bean.html)


                     ","Sonic ESB Service",""
"sonic-esb-02000","","","","","","Reference to com.sonicsw.xq.XQServiceContext","

                             Sonic ESB services leverage the service(XQServiceContext context) method to implement business logic.  When messages are routed to the service, the service(XQServiceContext context) method is executed.
                             In Camel, this is achieved by routing messages to the Java Bean via the Camel Route's Bean Component syntax.

                             * [Camel Java Bean Component](http://camel.apache.org/bean.html)
                             * [Camel Binding Annotations](http://camel.apache.org/parameter-binding-annotations.html)

                             Camel's Java Bean Component can leverage annotations annotations on the method to specify how Camel Message body values are mapped to the method parameters.  Additionally, the @Handler annotation can be leveraged to setup the default Java Bean method.

                             **For example:**

                             ```java
                             public void service(XQServiceContext ctx) throws XQServiceException \{
                                 ...
                             }
                             ```

                             **Should become:**

                             ```java
                             @Handler
                             public void service(@Header messageHeader, @Body messageBody, Exchange exchange) \{
                                 ...
                             }
                             ```

                             * org.apache.camel.Body
                             * org.apache.camel.Header
                             * org.apache.camel.Exchange


                     ",""
"sonic-esb-03000","","","","","","Reference to com.sonicsw.xq.XQInitContext","

                             The XQInitContext is used to receive initialization information for the service from Sonic ESB.

                             This is not neccessary for Camel.  The init() method that receives this object should be replaced with Spring Bean property injection.  For initialization beyond propery injection, leverage Spring's @PostConstruct annotation on this init() method.

                             * [Spring @PostConstruct Documentation](http://docs.spring.io/spring/docs/2.5.x/reference/beans.html#beans-postconstruct-and-predestroy-annotations)

                             ```java
                             @PostConstruct
                             public void init() \{
                                 //leverage injected properties
                             }
                             ```


                     ",""
"sonic-esb-04000","","","","","","Call of com.sonicsw.xq.XQInitContext.getParameters","Migrate XQInitContext.getParameters to Spring property injection.",""
"sonic-esb-05000","","","","","","Call of com.sonicsw.xq.XQParameters.getParameter","Migrate XQParameters.getParameter to Spring property injection.",""
"sonic-esb-06000","","","","","","Reference to com.sonicsw.xq.XQParameters","Migrate XQParameters to Spring property injection.",""
"sonic-esb-07000","","","","","","Reference to com.sonicsw.xq.XQParameters","Migrate XQParameterInfo to Spring property injection.",""
"sonic-esb-08000","","","","","","Reference to com.sonicsw.xq.XQMessage","Migrate to org.apache.camel.Message",""
"sonic-esb-09000","","","","","","Call of com.sonicsw.xq.XQMessage.getHeaderValue","Migrate to org.apache.camel.Message.getHeader(String name)",""
"sonic-esb-10000","","","","","","Call of com.sonicsw.xq.XQMessage.setHeaderValue","Migrate to org.apache.camel.Message.setHeader(String name, Object value)",""
"sonic-esb-11000","","","","","","Call of com.sonicsw.xq.XQMessage.getHeaderNames","Migrate to org.apache.camel.Message.getHeaders()",""
"sonic-esb-12000","","","","","","Reference to com.sonicsw.xq.XQPart","Migrate XQPart to an attachment on the org.apache.camel.Message",""
"sonic-esb-13000","","","","","","Call of com.sonicsw.xq.XQMessage.getPartCount","Migrate to org.apache.camel.Message.getAttachments().size()",""
"sonic-esb-14000","","","","","","Call of com.sonicsw.xq.XQMessage.getPart","Migrate to org.apache.camel.Message.getAttachment(String id)",""
"sonic-esb-15000","","","","","","Reference to com.sonicsw.xq.XQLog","
                        Migrate to [Apache SLF4J](http://www.slf4j.org).
                     ",""
"sonic-esb-16000","","","","","","Reference to com.sonicsw.xq.XQServiceException ","


                             Create a custom ServiceException class, extending Exception.  The documentation below explains exception handling in Camel.

                                 * [Camel Exception Handling](http://camel.apache.org/exception-clause.html)


                     ",""
"sonic-esb-17000","","","","","","Call of com.sonicsw.xq.XQMessage.getCorrelationId","


                             Correlation is handled several ways in Camel.  Read the article below.

                                 * [Camel Exception Handling](http://camel.apache.org/correlation-identifier.html)


                     ",""
"sonic-esb-18000","","","","","","Call of com.sonicsw.xq.XQAddressFactory.createEndpointAddress","

                             This indicates that the Sonic ESB Service is routing messages to a [1...N] endpoints.  To achieve this in Camel, take the business logic in the service, and populate a header property with an array of target enpoints.
                             Next, create a Recipient List processor to route the message to N endpoints.

                             * [Camel Recipient List](http://camel.apache.org/recipientlist-annotation.html)


                     ",""
"sonic-esb-19000","","","","","","Call of com.sonicsw.xq.XQServiceContext.addOutgoing","


                             Sonic ESB uses the addOutgoing method to set the outgoing message.
                             This is achieved in Camel by either modifying the @Body parameter in the Java Bean Component method, or literally setting a new message to the Exchange.

                             * [Camel Setting Response](http://camel.apache.org/using-getin-or-getout-methods-on-exchange.html)


                     ",""
"sonic-esb-20000","","","","","","Reference to com.sonicsw.xq.XQEnvelope","Migrate to org.apache.camel.Exchange",""
"sonic-esb-21000","","","","","","Call of com.sonicsw.xq.XQEnvelope.getMessage","Migrate to org.apache.camel.Message.getIn()",""
"sonic-catchall-00000","","","","","","Sonic proprietary type reference com.{subpackage}.{classname}","
                                This com.{subpackage}.{classname} is a Sonic proprietary type and needs to be migrated to a compatible API. There are currently no detailed
                                migration rules about this type.
                            ","Sonic",""
"websphere-mq-00000","https://docs.oracle.com/javaee/6/tutorial/doc/bnceh.html","http://www-01.ibm.com/support/knowledgecenter/SSVHEW_6.2.0/com.ibm.mqe.javadoc/java/overview-summary.html","","","","IBM MQ client API","WebSphere MQ client API is used to communicate with the MQ server from client-side applications.
                        For JBoss EAP 6, this needs to be replaced with standard Java EE 6 JMS API, or with HornetQ client API.
                    ",""
